"astro-ph/0405519","Kate Land","Kate Land and Joao Magueijo","Cubic anomalies in WMAP","10 pages, 9 figures. Minor edits to match MNRAS version","Mon.Not.Roy.Astron.Soc.357:994-1002,2005","10.1111/j.1365-2966.2005.08707.x/abs/","Imperial-TP","astro-ph",,"  We perform a frequentist analysis of the bispectrum of WMAP first year data.
We find clear signal domination up to l=200, with overall consistency with
Gaussianity except for the following features. There is a flat patch (i.e. a
low chi-squared region) in the same-l components of the bispectrum spanning the
range l=32-62; this may be interpreted as ruling out Gaussianity at the 99.6%
confidence level. There is also an asymmetry between the North and South
inter-l bispectrum components at the 99% confidence level. The preferred
asymmetry axis correlates well with the (l,b)=(57,10) direction quoted in the
literature for asymmetries in the power spectrum and three-point correlation
function. However our analysis of the quadrupole (its bispectrum and principal
axes) fail to make contact with previously claimed anomalies.
","[{""version"":""v1"",""created"":""Wed, 26 May 2004 16:02:58 GMT""},{""version"":""v2"",""created"":""Fri, 20 May 2005 10:24:25 GMT""}]","2008-11-26"
"astro-ph/0405520","Paola Testa","Paola Testa (1,2), Jeremy J. Drake (2), Giovanni Peres (1) and Edward
  E. DeLuca (2) ((1)Universita' di Palermo, Italy (2)Smithsonian Astrophysical
  Observatory, USA)","Detection of X-ray Resonance Scattering in Active Stellar Coronae","Accepted for publication on ApJ Letters. 14 pages, 2 figures","Astrophys.J. 609 (2004) L79-L82","10.1086/422747",,"astro-ph",,"  An analysis of Lyman series lines arising from hydrogen-like oxygen and neon
ions in the coronae of the active RS CVn-type binaries II Peg and IM Peg,
observed using the {\it Chandra} High Resolution Transmission Grating
Spectrograph, shows significant decrements in the Ly$\alpha$/Ly$\beta$ ratios
as compared with theoretical predictions and with the same ratios observed in
similar active binaries. We interpret these decrements in terms of resonance
scattering of line photons out of the line-of-sight; these observations present
the first strong evidence for this effect in active stellar coronae. The net
line photon loss implies a non-uniform and asymmetric surface distribution of
emitting structures on these stars. Escape probability arguments, together with
the observed line ratios and estimates of the emitting plasma density, imply
typical line-of-sight sizes of the coronal structures that dominate the X-ray
emission of $10^{10}$ cm at temperatures of $3\times 10^6$ K and of $10^8$ cm
at $10^7$ K. These sizes are an order of magnitude larger than predicted by
simple quasi-static coronal loops models, but are still very small compared to
the several $10^{11}$ cm radii of the underlying stars.
","[{""version"":""v1"",""created"":""Wed, 26 May 2004 16:14:44 GMT""}]","2009-11-10"
"astro-ph/0405521","Cecile Faure","C. Faure, D. Alloin, J.-P. Kneib, F. Courbin","A search for clusters and groups of galaxies on the line of sight
  towards 8 lensed quasars","14 pages, 11 figures(.jpg)","Astron.Astrophys. 428 (2004) 741-755","10.1051/0004-6361:20040406",,"astro-ph",,"  In this paper we present new ESO/VLT FORS1 and ISAAC images of the fields
around eight gravitationally lensed quasars: CTQ414, HE0230-2130,
LBQS1009-0252, B1030+074, HE1104-1805, B1359+154, H1413+117 and HE2149-2745.
When available and deep enough, HST/WFPC2 data were also used to infer the
photometric redshifts of the galaxies around the quasars. The search of galaxy
overdensities in space and redshift, as well as a weak-shear analysis and a
mass reconstruction are presented in this paper. We find that there are most
probably galaxy groups towards CTQ414, HE0230-2130, B1359+154, H1413+117 and
HE2149-2745, with a mass ~ 4x10^14 M_sol h^-1. Considering its photometric
redshift, the galaxy group discovered in the field around HE1104-1805 is
associated with the quasar rather than with the lensing potential.
","[{""version"":""v1"",""created"":""Wed, 26 May 2004 16:40:08 GMT""}]","2009-11-10"
"astro-ph/0405522","Henrique Araujo","H. M. Araujo, P. Wass, D. Shaul, G. Rochester and T. J. Sumner","Detailed Calculation of Test-Mass Charging in the LISA Mission","31 pages, 18 figures, 4 tables. to be published in Astroparticle
  Physics. Changed due to error found in normalisation of the simulation
  results","Astropart.Phys. 22 (2005) 451-469","10.1016/j.astropartphys.2004.09.004",,"astro-ph",,"  The electrostatic charging of the LISA test masses due to exposure of the
spacecraft to energetic particles in the space environment has implications in
the design and operation of the gravitational inertial sensors and can affect
the quality of the science data. Robust predictions of charging rates and
associated stochastic fluctuations are therefore required for the exposure
scenarios expected throughout the mission. We report on detailed charging
simulations with the Geant4 toolkit, using comprehensive geometry and physics
models, for Galactic cosmic-ray protons and helium nuclei. These predict
positive charging rates of 50 +e/s (elementary charges per second) for solar
minimum conditions, decreasing by half at solar maximum, and current
fluctuations of up to 30 +e/s/Hz^{1/2}. Charging from sporadic solar events
involving energetic protons was also investigated. Using an event-size
distribution model, we conclude that their impact on the LISA science data is
manageable. Several physical processes hitherto unexplored as potential
charging mechanisms have also been assessed. Significantly, the kinetic
emission of very low-energy secondary electrons due to bombardment of the
inertial sensors by primary cosmic rays and their secondaries can produce
charging currents comparable with the Monte Carlo rates.
","[{""version"":""v1"",""created"":""Wed, 26 May 2004 18:18:01 GMT""},{""version"":""v2"",""created"":""Thu, 3 Jun 2004 16:09:55 GMT""},{""version"":""v3"",""created"":""Thu, 7 Oct 2004 17:54:44 GMT""}]","2009-11-10"
"astro-ph/0405523","Lung-Yih Chiang","Pavel D. Naselsky (1,2), Oleg V. Verkhodanov (3), Lung-Yih Chiang (1),
  Igor D. Novikov (1,4) ((1) NBI, Denmark (2) Rostov, Russia (3) SAO, Russia
  (4) ASC, Russia)","Foreground analysis from the 1-year Wilkinson Microwave Anisotropy Probe
  (WMAP) data","For high-resolution paper see http://www.nbi.dk/~chiang/wmap.html In
  the revised version we add a new section for cross correlation of phases
  between the derived CMB and the spectral index varying signal","Int.J.Mod.Phys. D14 (2005) 1273","10.1142/S0218271805007280",,"astro-ph",,"  We present a detailed analysis on the phases of the WMAP foregrounds
(synchrotron, free-free and dust emission) of the WMAP K-W bands in order to
estimate the significance of the variation of the spectral indices at different
components. We first extract the spectral-index varying signals by assuming
that the invariant part among different frequency bands have 100%
cross-correlation of phases. We then use the minimization of variance, which is
normally used for extracting the CMB signals, to extract the frequency
independent signals. Such a common signal in each foreground component could
play a significant role for any kind of component separation methods, because
the methods cannot discriminate frequency independent foregrounds and CMB.
","[{""version"":""v1"",""created"":""Wed, 26 May 2004 19:08:24 GMT""},{""version"":""v2"",""created"":""Mon, 28 Jun 2004 15:04:22 GMT""},{""version"":""v3"",""created"":""Mon, 19 Jul 2004 14:20:31 GMT""}]","2009-11-10"
"astro-ph/0405524","Jack Gabel","Jack R. Gabel, Steven B. Kraemer and D. Michael Crenshaw","Constraints on Intrinsic UV Absorption in NGC 3783","Conference Proceedings for ""AGN Physics with the SDSS"", eds. G.T.
  Richards, P.B. Hall (San Francisco:ASP) 2004; 4 pages including 4 figures",,,,"astro-ph",,"  Results from an analysis of the intrinsic UV absorption in the Seyfert 1
galaxy NGC 3783 are presented. We focus on two new results that demonstrate
techniques for deriving important constraints on the physical conditions and
geometry of the absorbers. First, using variability in the spectrum, the
emission-line profile is separated into distinct kinematic components and the
effect on the interpretation of covering factors and column densities is
demonstrated. Second, measurements of the 2s2p 3^P metastable levels of C^+2
derived from the C III* 1175-76 absorption multiplet are presented. New
calculations of the metastable level populations are given and shown to provide
a powerful diagnostic of the density (and thus location) and temperature in an
absorber.
","[{""version"":""v1"",""created"":""Wed, 26 May 2004 19:13:08 GMT""}]","2007-05-23"
"astro-ph/0405525","Claudia Wigger","C. Wigger, W. Hajdas, K. Arzner, M. G\""udel, A. Zehnder","Gamma-Ray Burst Polarization: Limits from RHESSI Measurements","39 pages, 11 figures, accepted for publication by the Astrophysical
  Journal","The Astrophysical Journal, 613:1088-1100, 2004 October 1","10.1086/423163",,"astro-ph",,"  Using the RHESSI satellite as a Compton polarimeter, a recent study claimed
that the prompt emission of GRB021206 was almost fully linearly polarized. This
was challenged by a subsequent reanalysis. We present an novel approach,
applying our method to the same data. We identify Compton scattering candidates
by carefully filtering events in energy, time, and scattering geometry. Our
polarization search is based on time dependent scattering rates in
perpendicular directions, thus optimally excluding systematic errors. We
perform simulations to obtain the instrument's polarimetric sensitivity, and
these simulations include photon polarization. For GRB021206, we formally find
a linear polarization degree of 41% (+57% -44%), concluding that the data
quality is insufficient to constrain the polarization degree in this case. We
further applied our analysis to GRB030519B and found again a null result.
","[{""version"":""v1"",""created"":""Wed, 26 May 2004 19:44:09 GMT""},{""version"":""v2"",""created"":""Wed, 9 Jun 2004 09:06:33 GMT""}]","2008-04-22"
"astro-ph/0405526","Simone Zaggia R.","Y. Momany (1), S. Zaggia (2), P. Bonifacio (2), G. Piotto (1), F. De
  Angeli (1), L. R. Bedin (1), G. Carraro (1) ((1) Dip. di Astr., Univ. Padova,
  (2) INAF - Oss. Astr. Trieste)","Probing the Canis Major stellar over-density as due to the Galactic warp","Accepted for publication in A&A Letters, 4 pages","Astron.Astrophys. 421 (2004) L29-L32","10.1051/0004-6361:20040183",,"astro-ph",,"  Proper-motion, star counts and photometric catalog simulations are used to
explain the detected stellar over-density in the region of Canis Major (CMa),
claimed to be the core of a disrupted dwarf galaxy (Martin et al. 2004,
Bellazzini et al. 2003), as due to the Galactic warp and flare in the external
disk. We compare the kinematics of CMa M-giant selected sample with surrounding
Galactic disk stars in the UCAC2 catalog and find no peculiar proper motion
signature: CMa stars mimic thick disk kinematics. Moreover, when taking into
account the Galactic warp and flare of the disk, 2MASS star count profiles
reproduce the CMa stellar over-density. This star count analysis is confirmed
by direct comparison with synthetic color-magnitude diagrams simulated with the
Besancon models (Robin et al. 2003) that include the warp and flare of the
disk. The presented evidence casts doubt on the identification of the CMa
over-density as the core of a disrupted Milky Way satellite. This however does
not make clear the origin of over-densities responsible for the ring structure
in the anticenter direction of the Galactic halo (Newberg et al. 2002; Yanny et
al. 2003; Zaggia et al. 2004, in preparation).
","[{""version"":""v1"",""created"":""Wed, 26 May 2004 20:15:00 GMT""}]","2009-11-10"
"astro-ph/0405527","Zheng Zheng","Zheng Zheng (The Ohio State University)","Projected Three-Point Correlation Functions and Galaxy Bias","13 pages, 1 figure. To appear in ApJ (Oct. 20th, 2004). References
  added. Minor revisons to match the version in press","Astrophys.J. 614 (2004) 527-532","10.1086/423838",,"astro-ph",,"  The three-point correlation function (3PCF) can now be measured in large
galaxy redshift surveys, but in three dimensions its interpretation is
complicated by the presence of redshift-space distortions. I investigate the
projected 3PCF, where these distortions are eliminated by integrating over the
redshift dimension, as is commonly done for the two-point correlation function.
The calculation of the projected 3PCF from the real-space, three-dimensional
bispectrum is greatly simplified by expanding both quantities in Fourier
components, analogous to Szapudi's (2004) expansion of the three-dimensional
quantities in multipole components. In the weakly nonlinear regime, the
bispectrum can be well represented by the first few Fourier components. There
is a well-known relation between the reduced 3PCFs of matter and galaxies in
the weakly nonlinear regime, which can be used to infer galaxy bias factors if
the real-space three-dimensional galaxy correlation functions (two-point and
three-point) can be measured. I show that the same relation holds for the
reduced {\it projected} 3PCFs if these are properly defined. These results
should aid determinations of galaxy bias from large redshift surveys by
eliminating the complication of redshift-space distortions.
","[{""version"":""v1"",""created"":""Wed, 26 May 2004 20:20:01 GMT""},{""version"":""v2"",""created"":""Mon, 6 Sep 2004 22:20:17 GMT""}]","2009-11-10"
"astro-ph/0405528","Asantha R. Cooray","Asantha Cooray (Caltech)","Cross-Correlation Studies between CMB Temperature Anisotropies and 21 cm
  Fluctuations","10 pages, 3 figures","Phys.Rev. D70 (2004) 063509","10.1103/PhysRevD.70.063509",,"astro-ph",,"  During the transition from a neutral to a fully reionized universe,
scattering of cosmic microwave background (CMB) photons via free-electrons
leads to a new anisotropy contribution to the temperature distribution. If the
reionization process is inhomogeneous and patchy, the era of reionization is
also visible via brightness temperature fluctuations in the redshifted 21 cm
line emission from neutral Hydrogen. Since regions containing electrons and
neutral Hydrogen are expected to trace the same underlying density field, the
two are (anti) correlated and this is expected to be reflected in the
anisotropy maps via a correlation between arcminute-scale CMB temperature and
the 21 cm background. In terms of the angular cross-power spectrum,
unfortunately, this correlation is insignificant due to a geometric
cancellation associated with second order CMB anisotropies. The same
cross-correlation between ionized and neutral regions, however, can be studied
using a bispectrum involving large scale velocity field of ionized regions from
the Doppler effect, arcminute scale CMB anisotropies during reionization, and
the 21 cm background. While the geometric cancellation is partly avoided, the
signal-to-noise ratio related to this bispectrum is reduced due to the large
cosmic variance related to velocity fluctuations traced by the Doppler effect.
Unless the velocity field during reionization can be independently established,
it is unlikely that the correlation information related to the relative
distribution of ionized electrons and regions containing neutral Hydrogen can
be obtained with a combined study involving CMB and 21 cm fluctuations.
","[{""version"":""v1"",""created"":""Wed, 26 May 2004 20:24:07 GMT""}]","2009-11-10"
