"astro-ph/0403169","Avishai Dekel","Avishai Dekel & Itai Arad","Phase-Space Structure & Substructure of Dark Halos","12 pages, LaTeX using newpasp.sty, to be published in Satellites and
  Tidal Streams, eds. D. Martinez-Delgado & F. Prada, ASP Conference Series",,,,"astro-ph",,"  A method is presented for computing the 6-D phase-space density f(x,v) and
its PDF v(f) in an N-body system. It is based on Delaunay tessellation,
yielding v(f) with a fixed smoothing window over a wide f range, independent of
the sampling resolution. It is found that in a gravitationally relaxed halo
built by hierarchical clustering, v(f) is a robust power law, v(f) f^{-2.5 \pm
0.05}, over more than 4 decades in f, from its virial level to the current
resolution limit. This is valid for halos of different sizes in the LCDM
cosmology, indicating insensitivity to the initial-fluctuation power spectrum
as long as the small-scale fluctuations were not completely suppressed. By
mapping f in position space, we find that the high-f contributions to v(f) come
from the ""cold"" subhalos within the parent halo rather than the halo central
region and its global spherical profile. The f in subhalos near the halo virial
radius is more than 100 times higher than at the halo center, and it decreases
gradually with decreasing radius. This indicates phase mixing due to mergers
and tidal effects involving puffing up and heating. The phase-space structure
provides a sensitive tool for studying the evolution of subhalos during the
buildup of halos. One wishes to understand why the substructure adds up to the
universal power law in v(f). It seems that the f^{-2.5} behavior is related to
the hierarchical clustering process and is not a general result of violent
relaxation.
","[{""version"":""v1"",""created"":""Sun, 7 Mar 2004 19:11:18 GMT""}]","2007-05-23"
"astro-ph/0403170","David Blaschke","D. Blaschke (U Rostock, JINR Dubna), H. Grigorian (U Rostock, U
  Yerevan), D.N. Voskresensky (GSI Darmstadt, MEPhI Moscow)","Cooling of Neutron Stars. Hadronic Model","15 pages, 23 figures, aa.cls style included","Astron.Astrophys. 424 (2004) 979-992","10.1051/0004-6361:20040404","MPG-VT-UR 246/04","astro-ph nucl-th",,"  We study the cooling of isolated neutron stars. The main cooling regulators
are introduced: EoS, thermal transport, heat capacity, neutrino and photon
emissivity, superfluid nucleon gaps. Neutrino emissivity includes main
processes. A strong impact of medium effects on the cooling rates is
demonstrated. With taking into account of medium effects in reaction rates and
in nucleon superfluid gaps modern experimental data can be well explained.
","[{""version"":""v1"",""created"":""Sun, 7 Mar 2004 21:08:33 GMT""}]","2007-05-23"
"astro-ph/0403171","David Blaschke","D. Blaschke (U Rostock, JINR Dubna), D.N. Voskresensky (GSI Darmstadt,
  MEPhI Moscow), H. Grigorian (U Rostock, U Yerevan)","Cooling of neutron stars with color superconducting quark cores","10 pages, 5 figures, v2 has corrected text in Sect. 4",,"10.1142/9789812702524_0033",,"astro-ph",,"  We show that within a recently developed nonlocal, chiral quark model the
critical densities for a phase transition to color superconducting quark matter
under neutron star conditions can be low enough that these phases occur in
compact star configurations with masses below 1.4 M_sun. We study the cooling
of these objects in isolation for different values of the gravitational mass
and thus different composition and structure of the interior. Our equation of
state allows for a 2SC phase with a large quark gap Delta ~ 100 MeV for u and d
quarks of two colors, a normal quark matter phase and their coexistence in a
mixed phase within the hybrid star interior. We argue that, if the phases with
unpaired quarks were allowed, the corresponding hybrid stars would cool too
fast to describe the neutron star cooling data existing by today. We
incorporate other attractive channels permitting a weak pairing of the residual
quarks which remained unpaired in the 2SC phase and demonstrate that the model
does not contradict the cooling data if the weak pairing gaps are of the order
of 0.1 MeV.
","[{""version"":""v1"",""created"":""Sun, 7 Mar 2004 22:14:49 GMT""},{""version"":""v2"",""created"":""Mon, 5 Apr 2004 18:13:20 GMT""}]","2017-08-23"
"astro-ph/0403172","Masaru Shibata","Masaru Shibata","Stability of rigidly rotating relativistic stars with soft equations of
  state against gravitational collapse","23 pages, to be published in ApJ","Astrophys.J. 605 (2004) 350-359","10.1086/382234",,"astro-ph",,"  We study secular stability against a quasi-radial oscillation for rigidly
rotating stars with soft equations of state in general relativity. The
polytropic equations of state with polytropic index $n$ between 3 and 3.05 are
adopted for modeling the rotating stars. The stability is determined in terms
of the turning-point method. It is found that (i) for $n \agt 3.04$, all the
rigidly rotating stars are unstable against the quasi-radial oscillation and
(ii) for $n \agt 3.01$, the nondimensional angular momentum parameter $q \equiv
cJ/GM^2$ (where $J$, $M$, $G$, and $c$ denote the angular momentum, the
gravitational mass, the gravitational constant, and the speed of light,
respectively) for all marginally stable rotating stars is larger than unity. A
semi-analytic calculation is also performed, and good agreement with the
numerical results is confirmed. The final outcome after axisymmetric
gravitational collapse of rigidly rotating and marginally stable massive stars
with $q > 1$ is predicted, assuming that the rest-mass distribution as a
function of the specific angular momentum is preserved and that the pressure
never halt the collapse. It is found that even for $1 < q \alt 2.5$, a black
hole may be formed as a result of the collapse, but for $q \agt 2.5$, the
significant angular momentum will prevent the direct formation of a black hole.
","[{""version"":""v1"",""created"":""Mon, 8 Mar 2004 02:57:59 GMT""}]","2009-11-10"
"astro-ph/0403173","Donald J. B. Payne","D. J. B. Payne, A. Melatos","Burial of the polar magnetic field of an accreting neutron star. I.
  Self-consistent analytic and numerical equilibria","17 pages, 13 figures. Accepted for publication in MNRAS","Mon.Not.Roy.Astron.Soc. 351 (2004) 569","10.1111/j.1365-2966.2004.07798.x",,"astro-ph",,"  The hydromagnetic structure of a neutron star accreting symmetrically at both
magnetic poles is calculated as a function of accreted mass, M_a, and polar cap
radius,starting from a centered magnetic dipole and evolving through a
quasistatic sequence of two-dimensional, Grad-Shafranov equilibria. The
calculation is the first to track fully the growth of high-order magnetic
multipoles, due to equatorward hydromagnetic spreading, while simultaneously
preserving flux freezing and a self-consistent mass-flux distribution.
Equilibria are constructed numerically by an iterative scheme and analytically
by Green functions. Two key results are obtained, with implications for
recycled pulsars. (i) The mass required to significantly reduce the magnetic
dipole moment, 10^{-5} Msun, greatly exceeds previous estimates (~ 10^{-10}
Msun), which ignored the confining stress exerted by the compressed equatorial
magnetic field. (ii) Magnetic bubbles, disconnected from the stellar surface,
form in the later stages of accretion (M_a > 10^{-4} Msun).
","[{""version"":""v1"",""created"":""Mon, 8 Mar 2004 04:15:20 GMT""}]","2009-11-10"
"astro-ph/0403174","Stephanie Snedden","Stephanie A. Snedden and C. Martin Gaskell","Different Velocity Dependences of Physical Conditions of High- and
  Low-Ionization Lines in Broad-Line Regions","5 pages, 2 figures in AASTeX. To appear in ""AGN Physics with the
  Sloan Digital Sky Survey"", ASP Conference Series Vol. 311, 2004, G. T.
  Richards and P. B. Hall, eds",,,,"astro-ph",,"  We present results from a study of high- and low-ionization emission line
ratios as a function of projected velocity for a sample of eight active
galactic nuclei (AGNs). Our results are based on analysis of high
signal-to-noise optical and Hubble Space Telescope (HST) UV spectra. Comparing
the emission line ratios to those predicted by photoionization models indicates
that the physical conditions responsible for the high-ionization emission lines
are consistent with a wind, whereas those of the low-ionization lines are
consistent with a virialized disk.
","[{""version"":""v1"",""created"":""Mon, 8 Mar 2004 05:55:26 GMT""}]","2007-05-23"
"astro-ph/0403175","Jacques Delabrouille","J. Delabrouille, J. Kaplan, M. Piat, C. Rosset","Polarization experiments",,"Comptes Rendus Physique 4 (2003) 925","10.1016/j.crhy.2003.10.002",,"astro-ph",,"  Possible instrumental set--ups for the measurement of CMB polarization are
reviewed in this article. We discuss existing and planned instruments, putting
special emphasis on observational, instrumental, and data processing issues for
the detection of very low polarization signals of prime cosmological interest.
A short prospective summary is included.
","[{""version"":""v1"",""created"":""Mon, 8 Mar 2004 08:06:31 GMT""}]","2015-06-24"
"astro-ph/0403176","Konrad Dennerl","K. Zioutas, K. Dennerl, L. DiLella, D.H.H. Hoffmann, J. Jacoby, Th.
  Papaevangelou","Quiet Sun X-rays as Signature for New Particles","14 pages, 3 figures; to be published in ApJ. May 20 2004","Astrophys.J. 607 (2004) 575-580","10.1086/383301",,"astro-ph",,"  We have studied published data from the Yohkoh solar X-ray mission, with the
purpose of searching for signals from radiative decays of new, as yet
undiscovered massive neutral particles. This search is based on the prediction
that solar axions of the Kaluza-Klein type should result in the emission of
X-rays from the Sun direction beyond the limb with a characteristic radial
distribution. These X-rays should be observed more easily during periods of
quiet Sun. An additional signature is the observed emission of hard X-rays by
SMM, NEAR and RHESSI. The recent observation made by RHESSI of a continuous
emission from the non-flaring Sun of X-rays in the 3 to ~15 keV range fits the
generic axion scenario. This work also suggests new analyses of existing data,
in order to exclude instrumental effects; it provides the rationale for
targeted observations with present and upcoming (solar) X-ray telescopes, which
can provide the final answer on the nature of the signals considered here. Such
measurements become more promising during the forthcoming solar cycle minimum
with an increased number of quiet Sun periods.
","[{""version"":""v1"",""created"":""Mon, 8 Mar 2004 10:24:36 GMT""}]","2007-05-23"
"astro-ph/0403177","Groenewegen","M.A.T. Groenewegen, M. Romaniello, F. Primas, M. Mottini","The metallicity dependence of the Cepheid PL-relation","Accepted Astronomy and Astrophysics, February 20, 2004","Astron.Astrophys. 420 (2004) 655-663; Erratum-ibid. 426 (2004)
  999-999","10.1051/0004-6361:20035926",,"astro-ph",,"  A sample of 37 Galactic, 10 LMC and 6 SMC cepheids is compiled for which
individual metallicity estimates exist and BVIK photometry in almost all cases.
The Galactic cepheids all have an individual distance estimate available. For
the MC objects different sources of photometry are combined to obtain improved
periods and mean magnitudes. A multi-parameter Period-Luminosity relation is
fitted to the data which also solves for the distance to the LMC and SMC. When
all three galaxies are considered, without metallicity effect, a significant
quadratic term in log P is found, as previously observed and also predicted in
some theoretical calculations. For the present sample it is empirically
determined that for log P < 1.65 linear PL-relations may be adopted, but this
restricts the sample to only 4 LMC and 1 SMC cepheid. Considering the Galactic
sample a metallicity effect is found in the zero point in the VIWK PL-relation
(-0.6 \pm 0.4 or -0.8 \pm 0.3 mag/dex depending on the in- or exclusion of one
object), in the sense that metal-rich cepheids are brighter. The small
significance is mostly due to the fact that the Galactic sample spans a narrow
metallicity range. The error is to a significant part due to the error in the
metallicity determinations and not to the error in the fit. Including the 5 MC
cepheids broadens the observed metallicity range and a metallity effect of
about -0.27 \pm 0.08 mag/dex in the zero point is found in VIWK, in agreement
with some previous empirical estimates, but now derived using direct
metallicity determinations for the cepheids themselves.
","[{""version"":""v1"",""created"":""Mon, 8 Mar 2004 10:29:14 GMT""}]","2009-11-10"
"astro-ph/0403178","Pasi J. Hakala","Pasi Hakala, Gavin Ramsay, Peter Wheatley, Emilios Harlaftis, C.
  Papadimitriou","XMM-Newton observations of the dwarf nova YZ Cnc in quiescence","9 pages, accepted for publication in A&A","Astron.Astrophys. 420 (2004) 273-281","10.1051/0004-6361:20035843",,"astro-ph",,"  We present results from the XMM observations of the dwarf nova YZ Cnc in a
quiescent state. We have performed a detailed time series analysis of the
resulting light curves. Unusually, we do not detect any orbital modulation in
the UV, with only marginal evidence for X-ray modulation on this period.
Although there are peaks in the X-ray periodograms at periods less than 5000 s,
we attribute them to red noise effects and assign significance to them using a
novel approach. The variability in the UV and optical bands can also be
modelled as a result of aperiodic variability (red noise) in the system. There
is evidence that the UV and X-ray fluxes are anti-correlated with a time delay
of about 100 s, with the UV lagging behind the X-ray emission. This
anti-correlation is intriguing, but is only present on two occasions lasting
several 1000 s each. The X-ray spectrum shows similar emission features to
other dwarf novae and is well fitted using a multi-temperature emission model.
We measure a relatively high X-ray luminosity of ~1.4x10^{32} ergs/s, although
this is consistent with a low binary inclination. Finally, we find evidence for
a possible -1200km/s blue shift in the fitted Fe K line energies, possibly
indicating the presence of an outflow in this low inclination system.
","[{""version"":""v1"",""created"":""Mon, 8 Mar 2004 10:56:37 GMT""}]","2009-11-10"
