"cond-mat/0404593","Sergey Dorogovtsev","S.N. Dorogovtsev, J.F.F. Mendes","The shortest path to complex networks","25 pages, a contribution to `Complex Systems and Inter-disciplinary
  Science', v.1, eds. N. Johnson, J. Efstathiou, and F. Reed-Tsochas (World
  Scientific, 2004), to be published",,,,"cond-mat.stat-mech cs.NI nlin.AO q-bio.MN",,"  1. The birth of network science. 2. What are random networks? 3. Adjacency
matrix. 4. Degree distribution. 5. What are simple networks? Classical random
graphs. 6. Birth of the giant component. 7. Topology of the Web. 8.Uncorrelated
networks. 9. What are small worlds? 10. Real networks are mesoscopic objects.
11. What are complex networks? 12. The configuration model. 13. The absence of
degree--degree correlations. 14.Networks with correlated degrees.15.Clustering.
16. What are small-world networks? 17. `Small worlds' is not the same as
`small-world networks'. 18. Fat-tailed degree distributions. 19.Reasons for the
fat-tailed degree distributions. 20. Preferential linking. 21. Condensation of
edges. 22. Cut-offs of degree distributions. 23. Reasons for correlations in
networks. 24. Classical random graphs cannot be used for comparison with real
networks. 25. How to measure degree--degree correlations. 26. Assortative and
disassortative mixing. 27. Disassortative mixing does not mean that vertices of
high degrees rarely connect to each other. 28. Reciprocal links in directed
nets. 29. Ultra-small-world effect. 30. Tree ansatz. 31.Ultraresilience against
random failures. 32. When correlated nets are ultraresilient. 33. Vulnerability
of complex networks. 34. The absence of an epidemic threshold. 35. Search based
on local information. 36.Ultraresilience disappears in finite nets. 37.Critical
behavior of cooperative models on networks. 38. Berezinskii-Kosterlitz-Thouless
phase transitions in networks. 39.Cascading failures. 40.Cliques & communities.
41. Betweenness. 42.Extracting communities. 43. Optimal paths. 44.Distributions
of the shortest-path length & of the loop's length are narrow. 45. Diffusion on
networks. 46. What is modularity? 47.Hierarchical organization of networks. 48.
Convincing modelling of real-world networks:Is it possible? 49. The small Web..
","[{""version"":""v1"",""created"":""Sat, 24 Apr 2004 16:21:05 GMT""},{""version"":""v2"",""created"":""Sun, 2 May 2004 16:14:24 GMT""},{""version"":""v3"",""created"":""Thu, 27 May 2004 11:46:14 GMT""},{""version"":""v4"",""created"":""Sat, 24 Jul 2004 20:02:20 GMT""}]","2007-05-23"
"cond-mat/0404597","Zoi Rapti","Z. Rapti, P.G. Kevrekidis, D.J. Frantzeskakis and B.A. Malomed","On the Modulational Instability of the Nonlinear Schr\""odinger Equation
  with Dissipation",,,"10.1238/Physica.Topical.113a00074",,"cond-mat.soft",,"  The modulational instability of spatially uniform states in the nonlinear
Schr\""odinger equation is examined in the presence of higher-order dissipation.
The study is motivated by results on the effects of three-body recombination in
Bose-Einstein condensates, as well as by the important recent work of Segur et
al. on the effects of linear damping in NLS settings. We show how the presence
of even the weakest possible dissipation suppresses the instability on a longer
time scale. However, on a shorter scale, the instability growth may take place,
and a corresponding generalization of the MI criterion is developed. The
analytical results are corroborated by numerical simulations. The method is
valid for any power-law dissipation form, including the constant dissipation as
a special case.
","[{""version"":""v1"",""created"":""Sat, 24 Apr 2004 23:26:18 GMT""}]","2015-06-24"
"cond-mat/0404598","Vadim Apalkov","V. M. Apalkov and M. E. Raikh (University of Utah)","Effective Drag Between Strongly Inhomogeneous Layers: Exact Results and
  Applications","7 pages, 3 figures","Phys. Rev. B 71, 245109 (2005)","10.1103/PhysRevB.71.245109",,"cond-mat.dis-nn",,"  We generalize Dykhne's calculation of the effective resistance of a 2D
two-component medium to the case of frictional drag between the two parallel
two-component layers. The resulting exact expression for the effective
transresistance, $\rho^D_{eff}$, is analyzed in the limits when the resistances
and transresistances of the constituting components are strongly different -
situation generic for the vicinity of the {\em classical} (percolative)
metal-insulator transition (MIT). On the basis of this analysis we conclude
that the evolution of $\rho^D_{eff}$ across the MIT is determined by the type
of correlation between the components, constituting the 2D layers. Depending on
this correlation, in the case of two electron layers, $\rho^D_{eff}$ changes
either monotonically or exhibits a sharp maximum. For electron-hole layers
$\rho^D_{eff}$ is negative and $|\rho^D_{eff}|$ exhibits a sharp minimum at the
MIT.
","[{""version"":""v1"",""created"":""Sat, 24 Apr 2004 23:54:15 GMT""}]","2009-11-10"
"cond-mat/0404599","Zoi Rapti","Z. Rapti, P.G. Kevrekidis and V.V. Konotop","On the modulational stability of Gross-Pittaevskii type equations in 1+1
  dimensions","Appeared in the Proceedings of the 3rd Conference, Localization &
  Energy Transform in Nonlinear Systems, June 17-21 2002, San Lorenzo de el
  Escorial Madrid",,,,"cond-mat.soft",,"  The modulational stability of the nonlinear Schr{\""o}dinger (NLS) equation is
examined in the cases with linear and quadratic external potential. This study
is motivated by recent experimental studies in the context of matter waves in
Bose-Einstein condensates. The linear case can be examined by means of the
Tappert transformation and can be mapped to the NLS in the appropriate
(constant acceleration) frame. The quadratic case can be examined by using a
lens-type transformation that converts it into a regular NLS with an additional
linear growth term.
","[{""version"":""v1"",""created"":""Sun, 25 Apr 2004 00:34:29 GMT""}]","2007-05-23"
"cond-mat/0404600","Zoi Rapti","Z. Rapti, P.G. Kevrekidis, A. Smerzi and A.R. Bishop","Modulational and Parametric Instabilities of the Discrete Nonlinear
  Schr\""odinger Equation",,"J. Phys. B: At. Mol. Opt. Phys. 37, (2004) S257-S264","10.1088/0953-4075/37/7/070",,"cond-mat.soft",,"  We examine the modulational and parametric instabilities arising in a
non-autonomous, discrete nonlinear Schr{\""o}dinger equation setting. The
principal motivation for our study stems from the dynamics of Bose-Einstein
condensates trapped in a deep optical lattice. We find that under periodic
variations of the heights of the interwell barriers (or equivalently of the
scattering length), additionally to the modulational instability, a window of
parametric instability becomes available to the system. We explore this
instability through multiple-scale analysis and identify it numerically. Its
principal dynamical characteristic is that, typically, it develops over much
larger times than the modulational instability, a feature that is qualitatively
justified by comparison of the corresponding instability growth rates.
","[{""version"":""v1"",""created"":""Sun, 25 Apr 2004 01:18:35 GMT""}]","2015-06-24"
"cond-mat/0404601","Zoi Rapti","Z. Rapti, P.G. Kevrekidis, A. Smerzi and A.R. Bishop","Variational Approach to the Modulational Instability",,"Phys. Rev. E 69, 017601 (2004)","10.1103/PhysRevE.69.017601",,"cond-mat.soft",,"  We study the modulational stability of the nonlinear Schr\""odinger equation
(NLS) using a time-dependent variational approach. Within this framework, we
derive ordinary differential equations (ODEs) for the time evolution of the
amplitude and phase of modulational perturbations. Analyzing the ensuing ODEs,
we re-derive the classical modulational instability criterion. The case
(relevant to applications in optics and Bose-Einstein condensation) where the
coefficients of the equation are time-dependent, is also examined.
","[{""version"":""v1"",""created"":""Sun, 25 Apr 2004 01:49:32 GMT""}]","2009-11-10"
"cond-mat/0404602","Jiulin Du","Jiulin Du","Nonextensivity in nonequilibrium plasma systems with Coulombian
  long-range interactions","11 pages, 22 references. To appear in Phys. Lett.A 2004","Phys. Lett. A 329: 262-267, 2004","10.1016/j.physleta.2004.07.010",,"cond-mat.stat-mech astro-ph physics.plasm-ph",,"  The nonextensivity in a non-isothermal plasma system with the Coulombian
long-range interactions is studied in the framework of Tsallis statistics. We
present for first time a mathematical expression of the nonextensive parameter
q based on the mathematical theory about the generalized Boltzmann equation and
the q-H theorem and the Maxwellian q-velocity distribution. We obtain a new
physical explanation for q concerning the nature of non-isothermal
configurations in plasma systems with Coulombian long-range interactions. We
also provide one illustration for Almeida theorem (Physica A 300(2001)424) from
the kinetic analyses of plasma systems, which means that Tsallis statistics
might be a suitable statistics for the description of a nonequilibrium system
with a temperature gradient in it.
","[{""version"":""v1"",""created"":""Sun, 25 Apr 2004 11:56:55 GMT""}]","2015-08-10"
"cs/0404052","Jiang Qiu","Keith L. Clark, Peter J. Robinson, Richard Hagen","Multi-Threading And Message Communication In Qu-Prolog","Appeared in Theory and Practice of Logic Programming, vol. 1, no. 3,
  2001","Theory and Practice of Logic Programming, vol. 1, no. 3, 2001",,,"cs.PL",,"  This paper presents the multi-threading and internet message communication
capabilities of Qu-Prolog. Message addresses are symbolic and the
communications package provides high-level support that completely hides
details of IP addresses and port numbers as well as the underlying TCP/IP
transport layer. The combination of the multi-threads and the high level
inter-thread message communications provide simple, powerful support for
implementing internet distributed intelligent applications.
","[{""version"":""v1"",""created"":""Sun, 25 Apr 2004 03:49:44 GMT""}]","2007-05-23"
"gr-qc/0404103","Kirill A. Kazakov","Kirill A. Kazakov","Long-Range Behavior in Quantum Gravity","A chapter contributed to ``Progress in General Relativity and Quantum
  Cosmology Research'' (Nova Science Publishers), 33 pages",,,,"gr-qc",,"  Quantum gravity effects of zeroth order in the Planck constant are
investigated in the framework of the low-energy effective theory. A special
emphasis is placed on establishing the correspondence between classical and
quantum theories, for which purpose transformation properties of the
\hbar^0-order radiative contributions to the effective gravitational field
under deformations of a reference frame are determined. Using the
Batalin-Vilkovisky formalism it is shown that the one-loop contributions
violate the principle of general covariance, in the sense that the quantities
which are classically invariant under such deformations take generally
different values in different reference frames. In particular, variation of the
scalar curvature under transitions between different reference frames is
calculated explicitly. Furthermore, the long-range properties of the two-point
correlation function of the gravitational field are examined. Using the
Schwinger-Keldysh formalism it is proved that this function is finite in the
coincidence limit outside the region of particle localization. In this limit,
the leading term in the long-range expansion of the correlation function is
calculated explicitly, and the relative value of the root mean square
fluctuation of the Newton potential is found to be 1/\sqrt{2}. It shown also
that in the case of a macroscopic gravitating body, the terms violating general
covariance, and the field fluctuation are both suppressed by a factor 1/N,
where N is the number of particles in the body. This leads naturally to a
macroscopic formulation of the correspondence between classical and quantum
theories of gravitation. As an application of the obtained results, the secular
precession of a test particle orbit in the field of a black hole is determined.
","[{""version"":""v1"",""created"":""Sun, 25 Apr 2004 08:07:21 GMT""}]","2007-05-23"
"hep-ph/0404221","Masayuki Uehara","M. Uehara","A Unitarized Chiral Approach to f0(980) and a0(980) States and Nature of
  Light Scalar Resonances","20 pages and 10 figures",,,,"hep-ph",,"  We show that the f_0(980) and a_0(980) states appearing in scattering and
production processes can be described quite well by the two-channel
Oller-Oset-Pel\'aez (OOP) version of unitarized chiral theories. It is
impossible, however, to deduce a conclusion on the nature of them from the
fitting to experimental data alone. Using explicit N_c dependence of parameters
in OOP amplitudes we demonstrate that light scalar resonances are not of q\bar
q states but dynamical rescattering effects generated under chiral symmetry,
unitarity and channel couplings.
","[{""version"":""v1"",""created"":""Sun, 25 Apr 2004 04:49:42 GMT""}]","2007-05-23"
"hep-th/0404195","Evgueniy Vitchev","Evgueniy S. Vitchev","Families of Commuting Integrals of Motion with Certain Symmetries","18 pages, 1 figure, LaTeX, uses wick.sty",,,,"hep-th",,"  Some results for commuting local integrals of motion for free bosonic
theories are presented, which can be applied in construction of integrable
boundary states. Usable program code for calculation of these integrals of
motion is also introduced.
","[{""version"":""v1"",""created"":""Sun, 25 Apr 2004 04:50:52 GMT""}]","2007-05-23"
"hep-th/0404197","Pedro J. Silva","Donald Marolf, Luca Martucci and Pedro J. Silva","The explicit form of the effective action for F1 and D-branes","9 pages, based on the talk given at the RTN workshop of 2003
  Copenhagen: 15/9-20/9/03. Published in the proceedings of the conference","Class.Quant.Grav. 21 (2004) S1385-S1390","10.1088/0264-9381/21/10/011",,"hep-th",,"  In this work we consider the full interacting effective actions for
fundamental strings and D-branes in arbitrary bosonic type II supergravity
backgrounds. The explicit form of these actions is given in terms of component
fields, up to second order in the fermions. The results take a compact form
exhibiting $\kappa$-symmetry, as well as supersymmetry in a background with
Killing spinors. Also we give the explicit transformation rules for these
symmetries in all cases.
","[{""version"":""v1"",""created"":""Sun, 25 Apr 2004 09:25:36 GMT""}]","2009-11-10"
"math-ph/0404056","Hiroshi Fukuda","Toshiaki Fujiwara, Hiroshi Fukuda, Atsushi Kameyama, Hiroshi Ozaki and
  Michio Yamada","Synchronised Similar Triangles for Three-Body Orbit with Zero Angular
  Momentum","14 pages, 3 figures, submitted to The Journal of Physics A","J. Phys. A: Math. Gen. 37 (2004) 10571-10584","10.1088/0305-4470/37/44/008",,"math-ph math.DS math.MP",,"  Geometrical properties of three-body orbits with zero angular momentum are
investigated.
  If the moment of inertia is also constant along the orbit, the triangle whose
vertexes are the positions of the bodies, and the triangle whose perimeters are
the momenta of the bodies, are always similar (``synchronised similar
triangles''). This similarity yields kinematic equalities between mutual
distances and magnitude of momenta. Moreover, if the orbit is a solution to the
equation of motion under homogeneous potential, the orbit has a new constant
involving momenta.
  For orbits with zero angular momentum and non-constant moment of inertia, we
introduce scaled variables, positions divided by square root of the moment of
inertia and momenta derived from the velocity of the scaled positions. Then the
similarity and the kinematic equalities hold for the scaled variables. Using
this similarity, we prove that any bounded three-body orbit with zero angular
momentum under homogeneous potential whose degree is smaller than 2 has
infinitely many collinear configurations (syzygies or eclipses) or collisions.
","[{""version"":""v1"",""created"":""Sat, 24 Apr 2004 22:17:36 GMT""}]","2012-01-17"
