"astro-ph/0407060","John Bahcall","John N. Bahcall, Sarbani Basu, Marc Pinsonneault, and Aldo M.
  Serenelli","Helioseismological Implications of Recent Solar Abundance Determinations","ApJ in press; clarified Figure 4","Astrophys.J.618:1049-1056,2005","10.1086/426070",,"astro-ph hep-ph nucl-ex nucl-th",,"  We show that standard solar models are in good agreement with the
helioseismologically determined sound speed and density as a function of solar
radius, the depth of the convective zone, and the surface helium abundance, as
long as those models do not incorporate the most recent heavy element abundance
determinations. However, sophisticated new analyses of the solar atmosphere
infer lower abundances of the lighter metals (like C, N, O, Ne, and Ar) than
the previously widely used surface abundances. We show that solar models that
include the lower heavy element abundances disagree with the solar profiles of
sound speed and density as well as the depth of the convective zone and the
helium abundance. The disagreements for models with the new abundances range
from factors of several to many times the quoted uncertainties in the
helioseismological measurements. The disagreements are at temperatures below
what is required for solar interior fusion reactions and therefore do not
significantly affect solar neutrino emission. If errors in thecalculated OPAL
opacities are solely responsible for the disagreements, then the corrections in
the opacity must extend from 2 times 10^6 K (R = 0.7R_Sun)to 5 times 10^6 K (R
= 0.4 R_Sun), with opacity increases of order 10%.
","[{""version"":""v1"",""created"":""Sun, 4 Jul 2004 22:32:43 GMT""},{""version"":""v2"",""created"":""Sun, 26 Sep 2004 14:25:08 GMT""}]","2011-09-29"
"astro-ph/0407073","Eric Blackman","Eric G. Blackman (Univ. of Rochester)","Bihelical Magnetic Relaxation and Large Scale Magnetic Field Growth","LaTeX, 29 pages including figures, version in press, Physics of
  Plasmas","Phys.Plasmas 12 (2005) 012304","10.1063/1.1822935",,"astro-ph physics.flu-dyn physics.plasm-ph",,"  A unified, three-scale system of equations accommodating nonlinear velocity
driven helical dynamos, as well as time-dependent relaxation of magnetically
dominated unihelical or bihelical systems is derived and solved herein. When
opposite magnetic helicities of equal magnitude are injected on the
intermediate and small scales, the large scale magnetic helicity grows
kinematically (independent of the magnetic Reynolds number) to equal that on
the intermediate scale. For both free and driven relaxation large scale fields
are rapidly produced. Subsequently, a dissipation-limited dynamo, driven by
growth of small scale kinetic helicity, further amplifies the large scale
field. The results are important for astrophysical coronae fed with bihelical
structures by dynamos in their host rotators. The large scale for the rotator
corresponds to the intermediate scale for the corona. That bihelical magnetic
relaxation can produce global scale fields may help to explain the formation of
astrophysical coronal holes and magnetohydrodynamic outflows.
","[{""version"":""v1"",""created"":""Sun, 4 Jul 2004 20:55:59 GMT""},{""version"":""v2"",""created"":""Wed, 20 Oct 2004 04:33:12 GMT""}]","2009-11-10"
"astro-ph/0407075","Francois Menard","Francois Menard (1), Gaspard Duchene (1,2) (1- Laboratoire
  d'Astrophysique de Grenoble, France, 2- Department of Physics and Astronomy,
  UCLA, USA)","On the alignment of classical T Tauri stars with the magnetic field in
  the Taurus-Auriga molecular cloud","9 pages, 4 figures, accepted for publication in Astronomy and
  Astrophysics (also available on our team site at
  http://www-laog.obs.ujf-grenoble.fr, by clicking first on 'activites"" and
  then on ""Formation Stellaire"".)",,"10.1051/0004-6361:20041338",,"astro-ph",,"  In this paper we readdress the issue of the alignment of Classical T Tauri
stars with the magnetic field in the Taurus-Auriga molecular cloud. Previous
studies have claimed that the jet axis of active young stellar objects,
projected in the plane of the sky, is aligned preferentially along the
projected direction of the local magnetic field. We re-examine this issue in
view of the numerous high angular resolution images of circumstellar disks and
micro-jets now available. The images show that T Tauri stars as a group are
oriented randomly with respect to the local magnetic field, contrary to
previous claims. This indicates that the magnetic field may play a lesser role
in the final stages of collapse of an individual prestellar core than
previously envisioned. The current database also suggests that a subsample of
CTTS with resolved disks but without observations of bright and extended
outflows have a tendency to align perpendicularly to the magnetic field. We
discuss the possibility that this may trace a less favorable topology, e.g.,
quadrupolar, for the magnetic field in the inner disk, resulting in a weaker
collimated outflow.
","[{""version"":""v1"",""created"":""Mon, 5 Jul 2004 09:28:09 GMT""}]","2009-11-10"
"astro-ph/0407076","Jerome Rodriguez","J. Rodriguez, S. Corbel, D.C. Hannikainen, T. Belloni, A. Paizis, O.
  Vilhu","Spectral Properties of Low Quasi-Periodic Oscillations in GRS 1915+105","8 pages, 4 figures, accepted for publication in ApJ","Astrophys.J. 615 (2004) 416-421","10.1086/423978",,"astro-ph",,"  We report on the timing analysis of RXTE observations of the Galactic
micro-quasar GRS 1915+105 performed in 2003. Out of a total of six times ~20
ks, we focus here only on the three observations during which GRS 1915+105 is
found in a steady C-state (referred to as class $\chi$) resulting in a total of
\~50 ks. During these observations, we detect low frequency quasi-periodic
oscillations with high (~14 %) rms amplitude in the 2-40 keV energy range.
Contrary to what is usually observed in GRS 1915+105, in most of our
observations the QPO frequency presents no correlation with the RXTE/PCA count
rate, nor with the RXTE/ASM count rate. We present, for the first time, high
resolution (22 spectral channels) 2-40 keV spectral fits of the energy
dependence of the QPO amplitude (``QPO spectra''). The QPO spectra are well
modeled with a cut-off power law except on one occasion where a single power
law gives a satisfactory fit (with no cut-off at least up to ~40 keV). The
cut-off energy evolves significantly from one observation to the other, from a
value of ~21.8 keV to ~30 keV in the other observations where it is detected.
We discuss the possible origin of this behavior and suggest that the compact
jet detected in the radio contributes to the hard X-ray (> 20 keV) mostly
through synchrotron emission, whereas the X-ray emitted below 20 keV would
originate through inverse Compton scattering. The dependence of the QPO
amplitude on the energy can be understood if the modulation of the X-ray flux
is contained in the Comptonized photons and not in the synchrotron ones.
","[{""version"":""v1"",""created"":""Mon, 5 Jul 2004 09:39:44 GMT""}]","2009-11-10"
"astro-ph/0407077","Giovanni Cresci","G. Cresci (1), R. Maiolino (2), A. Marconi (2), F. Mannucci (3), G.L.
  Granato (4) (Dipartimento di Astronomia, Univ. Firenze (1), INAF -
  Osservatorio Astrofisico di Arcetri (2), IRA-CNR, Firenze (3), INAF -
  Osservatorio Astrofisico di Padova (4))","Nuclear star formation in the quasar PG1126-041 from adaptive optics
  assisted spectroscopy","4 pages, 4 figures. Accepted for publication in A&A","Astron.Astrophys. 423 (2004) L13-L16","10.1051/0004-6361:200400020",,"astro-ph",,"  We present adaptive optics assisted spectroscopy of three quasars obtained
with NACO at VLT. The high angular resolution achieved with the adaptive optics
(~0.08""), joined to the diagnostic power of near-IR spectroscopy, allow us to
investigate the properties of the innermost 100 pc of these quasars. In the
quasar with the best adaptive optics correction, PG1126-041, we spatially
resolve the Pa-alpha emission within the nuclear 100 pc. The comparison with
higher excitation lines suggests that the narrow Pa-alpha emission is due to
nuclear star formation. The inferred intensity of the nuclear star formation
(13 M(sun)/yr) may account for most of the far-IR luminosity observed in this
quasar.
","[{""version"":""v1"",""created"":""Mon, 5 Jul 2004 09:54:29 GMT""}]","2009-11-10"
"astro-ph/0407078","Antonis Georgakakis","A. Georgakakis (1), A. M. Hopkins (2), J. Afonso (3), M. Sullivan (4),
  B. Mobasher (5), L. E. Cram (6) ((1) NOA, (2) Pittsburgh, (3) Lisbon, (4)
  Toronto, (5) STScI, (6) Australian National University)","The Phoenix Deep Survey: the radio properties of the hard X-ray selected
  sample","To appear in MNRAS, for full resolution images and data see
  http://www.atnf.csiro.au/people/ahopkins/phoenix/",,"10.1111/j.1365-2966.2004.08174.x",,"astro-ph",,"  The radio properties of hard (2-8keV) X-ray selected sources are explored by
combining a single 50ks XMM-Newton pointing with the ultra-deep and homogeneous
Phoenix radio (1.4GHz) survey (Hopkins et al. 2003). A total of 43 sources are
detected above the X-ray flux limit f_X(2-8keV)=7.7e-15cgs with 14 of them
exhibiting radio emission above ~40muJy (3sigma). The X-ray/radio matched
population lies in the borderline between radio loud and quiet AGNs and
comprises sources with both soft and hard X-ray spectral properties suggesting
both obscured and unobscured systems. The spectroscopically identified
sub-sample (total of 6 X-ray/radio matches) comprises narrow emission line AGNs
(4) with hard X-ray spectral properties and broad line sources (2) with soft
X-ray spectra. We find evidence that the fraction of X-ray/radio matches
increases from ~20% for sources with rest-frame column density N_H<1e22cm^-2 to
\~50% for more absorbed systems. Poor statistics however, limit the
significance of the above result to the ~2sigma level. Also, the X-ray/radio
matched sources have flatter coadded X-ray spectrum
(Gamma=1.78^{+0.05}_{-0.03}) compared to sources without radio emission
(Gamma=2.00^{+0.03}_{-0.04}). A possible explanation for the higher fraction of
absorbed sources with radio emission at the muJy level is the presence of
circum-nuclear starburst activity that both feeds and obscures the central
engine. For a small sub-sample of z~0.4 radio emitting AGNs with N_H>1e22cm^-2
their combined spectrum exhibits a soft X-ray component that may be associated
with star-formation activity, although other possibilities cannot be excluded.
We also find that radio emitting AGNs make up about 13-20% of the hard-band
X-ray background depending on the adopted normalisation.
","[{""version"":""v1"",""created"":""Mon, 5 Jul 2004 10:14:24 GMT""}]","2009-11-10"
"astro-ph/0407079","Carlos Alvarez","C. Alvarez (1,2,3), M. Hoare (1), A. Glindemann (4), A. Richichi (4)
  ((1) School of Physics and Astronomy, University of Leeds, UK, (2) Kapteyn
  Astronomical Institute, Groningen, The Netherlands (3) Max-Planck-Institut
  fuer Astronomie, Heidelberg, Germany (4) European Southern Observatory,
  Garching, Germany)","Near-IR speckle imaging of massive young stellar objects","17 pages, 16 figures, accepted for publication in A&A","Astron.Astrophys. 427 (2004) 505-518","10.1051/0004-6361:20034438",,"astro-ph",,"  We present near-IR speckle images of 21 massive Young Stellar Objects (YSOs)
associated with outflows. The aim of this study is to search for sub-arcsecond
reflection nebulae associated with the outflow cavity. We find that 6 of the
massive YSOs show a conical nebula which can be interpreted in terms of
reflected light from the dusty walls of the outflow cavity. In all cases, the
small scale structures seen in our images are compared with outflow indicators
found in the literature. No clear correlation is found between the presence of
the reflection nebulosity and any property such as degree of embeddedness. We
also note that 3 of the sources show close companions, one of them belonging
also to the sample with conical nebula.
","[{""version"":""v1"",""created"":""Mon, 5 Jul 2004 10:26:30 GMT""}]","2009-11-10"
"astro-ph/0407080","Ulrich Briel","Ulrich G. Briel, Alexis Finoguenov, and J. Patrick Henry","XMM-Newton EPIC Observation of the Galaxy Cluster A3667","9 pages, 7 figures, accepted for publication by A&A","Astron.Astrophys. 426 (2004) 1-9","10.1051/0004-6361:20035812",,"astro-ph",,"  The Abell cluster of galaxies A3667 was observed with XMM-Newton in 6
partially overlapping pointings. We present here the resulting X-ray surface
brightness, temperature, entropy and pressure maps and discuss the structure of
this cluster on scales from 0.1 to 30 arcminutes. Based on these observations
we refine the origin of the A3667 cold front to the displacement of the low
entropy, high metal abundance gas from the current pressure peak of the
cluster. We argue that the mushroom shape of the cold front observed here is
similar to what is seen in some numerical simulations. We also present the
first evidence for a dynamically significant angular momentum in the cold
front.
","[{""version"":""v1"",""created"":""Mon, 5 Jul 2004 14:24:56 GMT""}]","2009-11-10"
"astro-ph/0407081","Joao Magueijo","Kate Land and Joao Magueijo","Multipole invariants and non-Gaussianity",,"Mon.Not.Roy.Astron.Soc. 362 (2005) L16-L19","10.1111/j.1745-3933.2005.00065.x","Imperial-TP","astro-ph",,"  We propose a framework for separating the information contained in the CMB
multipoles, $a_{\ell m}$, into its algebraically independent components. Thus
we cleanly separate information pertaining to the power spectrum,
non-Gaussianity and preferred axis effects. The formalism builds upon the
recently proposed multipole vectors (Copi, Huterer & Starkman 2003; Schwarz &
al 2004; Katz & Weeks 2004), and we elucidate a few features regarding these
vectors, namely their lack of statistical independence for a Gaussian random
process. In a few cases we explicitly relate our proposed invariants to
components of the $n$-point correlation function (power spectrum, bispectrum).
We find the invariants' distributions using a mixture of analytical and
numerical methods. We also evaluate them for the co-added WMAP first year map.
","[{""version"":""v1"",""created"":""Mon, 5 Jul 2004 14:50:37 GMT""},{""version"":""v2"",""created"":""Wed, 19 Jan 2005 15:20:03 GMT""}]","2009-11-10"
"astro-ph/0407082","Andreas von Kienlin","Andreas von Kienlin, Nikolas Arend, Giselher Lichti, Andrew Strong,
  Paul Connell","Gamma-Ray Burst Detection with INTEGRAL/SPI","4 pages, 1 figure, to appear in ""Gamma-ray bursts in the afterglow
  era"", 3rd workshop, Rome 17-20 Sept. 2002",,,,"astro-ph",,"  The spectrometer SPI, one of the two main instruments of the INTEGRAL
spacecraft, has strong capabilities in the field of Gamma-Ray Burst (GRB)
detections. In its 16 deg field of view (FoV) SPI is able to trigger and to
localize GRBs with an accuracy for strong bursts better than 1 deg. The
expected GRB detection rate is about one per month.
","[{""version"":""v1"",""created"":""Mon, 5 Jul 2004 15:25:33 GMT""}]","2007-05-23"
