"astro-ph/0410714","Kris Sigurdson","Stefano Profumo (SISSA/ISAS), Kris Sigurdson (Caltech), Piero Ullio
  (SISSA/ISAS), Marc Kamionkowski (Caltech)","A Running Spectral Index in Supersymmetric Dark-Matter Models with
  Quasi-Stable Charged Particles","15 pages, 12 figures, submitted to Phys. Rev. D","Phys.Rev. D71 (2005) 023518","10.1103/PhysRevD.71.023518",,"astro-ph hep-ph",,"  We show that charged-particles decaying in the early Universe can induce a
scale-dependent or `running' spectral index in the small-scale linear and
nonlinear matter power spectrum and discuss examples of this effect in minimal
supersymmetric models in which the lightest neutralino is a viable
cold-dark-matter candidate. We find configurations in which the neutralino
relic density is set by coannihilations with a long-lived stau, and the late
decay of staus partially suppresses the linear matter power spectrum. Nonlinear
evolution on small scales then causes the modified linear power spectrum to
evolve to a nonlinear power spectrum similar (but different in detail) to
models parametrized by a constant running $\alpha_{s}=d n_{s}/d{\rm ln} k$ by
redshifts of 2 to 4. Thus, Lyman-$\alpha$ forest observations, which probe the
matter power spectrum at these redshifts, might not discriminate between the
two effects. However, a measurement of the angular power spectrum of primordial
21-cm radiation from redshift $z \approx 30$--$200$ might distinguish between
this charged-decay model and a primordial running spectral index. The direct
production of a long-lived charged particle at future colliders is a dramatic
prediction of this model.
","[{""version"":""v1"",""created"":""Fri, 29 Oct 2004 19:58:39 GMT""}]","2009-11-10"
"astro-ph/0410741","S. V. Troitsky","D.S. Gorbunov, S.V. Troitsky","A comparative study of correlations between arrival directions of
  ultra-high-energy cosmic rays and positions of their potential astrophysical
  sources","22 pages, 3 PS figures","Astropart.Phys.23:175-189,2005","10.1016/j.astropartphys.2004.12.001","ULB-TH/04-29","astro-ph",,"  We consider various classes of persistent extragalactic astrophysical sources
which have been suggested in literature as possible emitters of
ultra-high-energy cosmic rays (UHECR). We compare the strength of the claimed
correlations by a uniform procedure for all classes of sources by making use of
the AGASA, Yakutsk and HiRes stereo data. BL Lac type objects correlate with
the cosmic rays detected by all three independent experiments and are more
probably, compared to other astrophysical sources, related to the UHECR origin.
With the account of the Galactic magnetic field (not possible for the HiRes
data at the moment), apart of BL Lac type objects, unidentified gamma-ray
sources may be correlated with AGASA and Yakutsk cosmic rays.
","[{""version"":""v1"",""created"":""Fri, 29 Oct 2004 16:12:29 GMT""}]","2008-11-26"
"astro-ph/0410742","V. G. Gurzadyan","V.G.Gurzadyan, J.-P.Bocquet, A.Kashin, A.Margarian, O.Bartalini,
  V.Bellini, M.Castoldi, A.D'Angelo, J.-P.Didelez, R.Di Salvo, A.Fantini,
  G.Gervino, F.Ghio, B.Girolami, A.Giusa, M.Guidal, E.Hourany, S.Knyazyan,
  V.Kouznetsov, R.Kunne, A.Lapik, P.Levi Sandri, A.Lleres, S.Mehrabyan,
  D.Moricciani, V.Nedorezov, C.Perrin, D.Rebreyend, G.Russo, N.Rudnev,
  C.Schaerf, M.-L.Sperduto, M.-C.Sutera, A. Turinge","Probing the Light Speed Anisotropy with respect to the Cosmic Microwave
  Background Radiation Dipole","The published version: reported at the workshop ""Testing the
  Equivalence Principle in Space and on Ground"" (STEP), Pescara, Italy,
  September, 2004","Mod.Phys.Lett. A20 (2005) 19-28","10.1142/S0217732305016294",,"astro-ph physics.acc-ph",,"  We have studied the angular fluctuations in the speed of light with respect
to the apex of the dipole of Cosmic Microwave Background (CMB) radiation using
the experimental data obtained with GRAAL facility, located at the European
Synchrotron Radiation Facility (ESRF) in Grenoble. The measurements were based
on the stability of the Compton edge of laser photons scattered on the 6 GeV
monochromatic electron beam. The results enable to obtain a conservative
constraint on the anisotropy in the light speed variations \Delta c(\theta)/c <
3 10^{-12}, i.e. with higher precision than from previous experiments.
","[{""version"":""v1"",""created"":""Fri, 29 Oct 2004 16:43:43 GMT""},{""version"":""v2"",""created"":""Mon, 10 Jan 2005 14:06:50 GMT""}]","2009-11-10"
"astro-ph/0410743","Xu Kong","Xu Kong (1,2)((1) Mpa, (2) Ustc, China)","Spectroscopic study of blue compact galaxies IV. Star formation rates
  and gas depletion timescales","11 pages, 9 figures, be published in Astronomy and Astrophysics,
  v.425, p.417-427 (2004)",,"10.1051/0004-6361:20035852",,"astro-ph",,"  This is the fourth paper in a series studying star formation rates, stellar
components, metallicities, and star formation histories of a blue compact
galaxy (BCG) sample. Using Ha, [OII]3727, IR, radio (1.4GHz) luminosities and
neutral hydrogen gas masses, we estimated star formation rates(SFR) and gas
depletion timescales of 72 star-forming BCGs. The SFRs of the BCGs in our
sample span nearly four orders of magnitude, from approximately 10^-2 to
10^2M_sun/yr, with a median SFR of about 3M_sun/yr. The typical gas depletion
timescale of BCGs is about one billion years.
  We found that subtracting underlying stellar absorption is very important to
calculate both dust extinction and SFR of galaxies. Otherwise, the intrinsic
extinction will be overestimated, the SFRs derived from [OII] and Ha will be
underestimated (if the underlying stellar absorption and the internal
extinction were not corrected from the observed luminosity) or overestimated
(if an overestimated internal extinction were used for extinction correction).
After both the underlying stellar absorption and the dust extinction were
corrected, a remarkably good correlation emerges among Ha, [OII], IR and radio
SFR indicators. Finally, we find a good correlation between the measured SFR
and the absolute blue magnitude, metallicity, interstellar extinction of BCGs.
Our results indicate that faint, low-mass BCGs have lower star formation rates.
","[{""version"":""v1"",""created"":""Fri, 29 Oct 2004 17:52:35 GMT""}]","2009-11-10"
"astro-ph/0410744","Nigel Badnell","N. R. Badnell, M. A. Bautista, K. Butler, F. Delahaye, C. Mendoza, P.
  Palmeri, C. J. Zeippen and M. J. Seaton","Up-dated opacities from the Opacity Project","12 pages, 8 figures, MNRAS At Press. Revised accepted MS. Results
  unchanged. Revisions: New info on Data Archives, esp. OPserver. Typos
  corrected etc","Mon.Not.Roy.Astron.Soc. 360 (2005) 458-464","10.1111/j.1365-2966.2005.08991.x",,"astro-ph",,"  Using the code AUTOSTRUCTURE, extensive calculations of inner-shell atomic
data have been made for the chemical elements He, C, N, O, Ne, Na, Mg, Al, Si,
S, Ar, Ca, Cr, Mn, Fe and Ni. The results are used to obtain up-dated opacities
from the Opacity Project, OP. A number of other improvements on earlier work
have also been included.
  Rosseland-mean opacities from OP are compared with those from OPAL.
Differences of 5 to 10% occur. OP gives the `Z-bump', at log(T)=5.2, to be
shifted to slightly higher temperatures. The opacities from OP, as functions of
temperature and density, are smoother than those from OPAL. Extensive tests
show that the numerical accuracy of the OP opacities following integration over
frequency mesh and interpolation on temperature-density mesh is better than 1%.
  Prior to a number of recent investigations which have indicated a need for a
downward revision in the solar abundances of oxygen and other elements, there
was good agreement between properties of the sun deduced from helioseismology
and from stellar evolution models calculated using OPAL opacities. The
revisions in abundances destroy that agreement. In a recent paper Bahcall et al
argue that the agreement would be restored if opacities for the regions of the
sun between 0.7 and 0.4 solar radii were larger than those given by OPAL by
about 10%. In the region concerned, the present results from OP do not differ
from those of OPAL by more than 2.5%.
","[{""version"":""v1"",""created"":""Fri, 29 Oct 2004 17:08:12 GMT""},{""version"":""v2"",""created"":""Sat, 18 Dec 2004 14:46:56 GMT""}]","2009-11-10"
"astro-ph/0410745","Sivakumar Manickam G.","Sivakumar G. Manickam","Stability of Accretion Disc around a Black Hole: effects of
  Bremsstrahlung and Synchrotron Cooling","submitted to A & A",,,,"astro-ph",,"  We perform stability analysis of an accretion disc around a stellar mass
black hole. The cooling of the accretion flow due to bremsstrahlung and
synchrotron radiation processes are considered. The solutions with shock are
perturbed at the shock location and the radial dependence of perturbation is
obtained by solving the equations numerically using fourth-order Runge-Kutta
method. The perturbations are assumed to be infinitesimal, thereby allowing a
linear analysis. The frequencies that solve the equations are found and the
existence of unstable frequencies implies instability.
","[{""version"":""v1"",""created"":""Fri, 29 Oct 2004 17:39:52 GMT""}]","2007-05-23"
"astro-ph/0410746","Carlos De Breuck","Carlos De Breuck (ESO)","Scientific requirements of ALMA, and its capabilities for key-projects:
  Extragalactic","6 Pages, including 2 PostScript figures. To appear in the proceedings
  of ""The Dusty and Molecular Universe. A prelude to HERSCHEL and ALMA"" 27 - 29
  October 2004, Paris",,,,"astro-ph",,"  The Atacama Large Millimeter Array (ALMA) consists of 64 antennas of 12m
diameter that will initially observe in 4 frequency bands between 84 and 720
GHz with spatial resolutions down to 0.01"" and velocity resolutions as fine as
0.05 km/s. These technical requirements are based on three primary science
goals. We illustrate two of these requirements: (i) the ability to detect
spectral line emission from a Milky-Way type galaxy at z=3, and (ii) the
ability to provide precise images at an angular resolution of 0.1"". Finally, we
present a possible large extragalactic project with ALMA: molecular line
studies of submm galaxies.
","[{""version"":""v1"",""created"":""Fri, 29 Oct 2004 18:00:48 GMT""}]","2007-05-23"
"astro-ph/0410747","Douglas Gies","T. S. Boyajian, T. D. Beaulieu, D. R. Gies, E. Grundstrom, W. Huang,
  M. V. McSwain, R. L. Riddle, D. W. Wingert, M. De Becker","The Massive Runaway Stars HD 14633 and HD 15137","Submitted to ApJ, 22 pages, 4 figures","Astrophys.J. 621 (2005) 978-984","10.1086/427650",,"astro-ph",,"  We present results from a radial velocity study of two runaway O-type stars,
HD 14633 (ON8.5 V) and HD 15137 (O9.5 III(n)). We find that HD 14633 is a
single-lined spectroscopic binary with an orbital period of 15.4083 days. The
second target HD 15137 is a radial velocity variable and a possible
single-lined spectroscopic binary with a period close to 1 month. Both binaries
have large eccentricity, small semiamplitude, and a small mass function. We
show the trajectories of the stars in the sky based upon an integration of
motion in the Galactic potential, and we suggest that both stars were ejected
from the vicinity of the open cluster NGC 654 in the Perseus spiral arm. The
binary orbital parameters and runaway velocities are consistent with the idea
that both these stars were ejected by supernova explosions in binaries and that
they host neutron star companions. We find that the time-of-flight since
ejection is longer than the predicted evolutionary timescales for the stars,
which may indicate that they have a lower mass than normally associated with
their spectral classifications and/or that their lives have been extended
through rapid rotation.
","[{""version"":""v1"",""created"":""Fri, 29 Oct 2004 19:02:01 GMT""}]","2009-11-10"
"astro-ph/0410748","Christopher De Vries","Christopher H. De Vries and Philip C. Myers","Molecular Line Profile Fitting with Analytic Radiative Transfer Models","48 pages, 20 figures, accepted for publication in ApJ","Astrophys.J. 620 (2005) 800","10.1086/427141",,"astro-ph",,"  We present a study of analytic models of starless cores whose line profiles
have ``infall asymmetry,'' or blue-skewed shapes indicative of contracting
motions. We compare the ability of two types of analytical radiative transfer
models to reproduce the line profiles and infall speeds of centrally condensed
starless cores whose infall speeds are spatially constant and range between 0
and 0.2 km s-1. The model line profiles of HCO+ (J=1-0) and HCO+ (J=3-2) are
produced by a self-consistent Monte Carlo radiative transfer code. The analytic
models assume that the excitation temperature in the front of the cloud is
either constant (``two-layer'' model) or increases inward as a linear function
of optical depth (``hill'' model). Each analytic model is matched to the line
profile by rapid least-squares fitting.
  The blue-asymmetric line profiles with two peaks, or with a blue shifted peak
and a red shifted shoulder, can be well fit by the ``HILL5'' model (a five
parameter version of the hill model), with an RMS error of 0.02 km s-1. A peak
signal to noise ratio of at least 30 in the molecular line observations is
required for performing these analytic radiative transfer fits to the line
profiles.
","[{""version"":""v1"",""created"":""Fri, 29 Oct 2004 19:02:06 GMT""}]","2009-11-10"
"astro-ph/0410749","Lorenzo Monaco","Lorenzo Monaco","Chemical abundances of RGB-Tip stars in the Sagittarius dwarf Spheroidal
  galaxy","2 pages, 1 figure. To be published in ""Chemical Abundances and Mixing
  in Stars in the Milky Way and its Satellites"", proceedings of the conference
  held in Castiglione della Pescaia, 13-17 September 2004, Italy",,,,"astro-ph",,"  We present preliminary iron abundances and $\alpha$ element (Ca, Mg)
abundance ratios for a sample of 22 Red Giant Branch (RGB) Stars in the
Sagittarius dwarf spheroidal galaxy (Sgr), selected near the RGB-Tip. The
sample is representative of the Sgr dominant population. The mean iron
abundance is [Fe/H]=-0.49. The $\alpha$ element abundance ratios are slightly
subsolar, in agreement with the results recently prensented by Bonifacio et
al.(2004, A&A, 414, 503).
","[{""version"":""v1"",""created"":""Fri, 29 Oct 2004 19:13:40 GMT""}]","2007-05-23"
