"astro-ph/0402577","Carlton Baugh","Nelson D. Padilla, C. M. Baugh, V. R. Eke, P. Norberg, S. Cole, C. S.
  Frenk, D. J. Croton, I. K. Baldry, J. Bland-Hawthorn, T. Bridges, R. Cannon,
  M. Colless, C. Collins, W. Couch, G. Dalton, R. De Propris, S. P. Driver, G.
  Efstathiou, R. S. Ellis, K. Glazebrook, C. Jackson, O. Lahav, I. Lewis, S.
  Lumsden, S. Maddox, D. Madgwick, J. A. Peacock, B. A. Peterson, W.
  Sutherland, K. Taylor. (The 2dFGRS team)","The 2dF Galaxy Redshift Survey: The clustering of galaxy groups","16 pages. Submitted to MNRAS","Mon.Not.Roy.Astron.Soc.352:211,2004","10.1111/j.1365-2966.2004.07911.x",,"astro-ph",,"  We measure the clustering of galaxy groups in the 2dFGRS Percolation-Inferred
Galaxy Group (2PIGG) catalogue. The 2PIGG sample has 29,000 groups with at
least two members. The clustering amplitude of the full 2PIGG catalogue is
weaker than that of 2dFGRS galaxies, in agreement with theoretical predictions.
We have subdivided the 2PIGG catalogue into samples that span a factor of 25 in
median total luminosity. Our correlation function measurements span an
unprecedented range of clustering strengths, connecting the regimes probed by
groups fainter than L* galaxies and rich clusters. There is a steady increase
in clustering strength with group luminosity; the most luminous groups are ten
times more strongly clustered than the full 2PIGG catalogue. We demonstrate
that the 2PIGG results are in very good agreement with the clustering of groups
expected in the LCDM model.
","[{""version"":""v1"",""created"":""Wed, 25 Feb 2004 18:32:51 GMT""},{""version"":""v2"",""created"":""Mon, 12 Jul 2004 17:32:04 GMT""}]","2011-03-10"
"astro-ph/0402596","Alessandro Curioni","A. Curioni, N. Mirabal","Can a simple instrument measure polarization in gamma-ray bursts?","13 pages, 3 figures",,,,"astro-ph",,"  The recent claim of a high degree of linear polarization in the prompt
gamma-ray burst (GRB) emission of GRB 021206 might have important implications
for the underlying mechanism ultimately responsible for the GRB radiation.
While the claim itself remains controversial, a full characterization of the
GRB polarization has become a scientific imperative. A review of past and
present polarimetry missions motivates a set of guidelines for future dedicated
GRB polarization experiments. It is also argued that polarization in GRBs could
be measured by a relatively simple instrument using readily available
technology.
","[{""version"":""v1"",""created"":""Wed, 25 Feb 2004 16:24:51 GMT""}]","2007-05-23"
"astro-ph/0402597","J. Schaffner-Bielich","J. Schaffner-Bielich","Structure of Stars and Nuclei","18 pages, 9 figures, invited lectures presented at NATO Advanced
  Study Institute: Structure and Dynamics of Elementary Matter, Kemer, Turkey,
  22 Sep - 2 Oct 2003, refs. added",,,,"astro-ph nucl-th",,"  The properties of dense hadronic and quark matter and its relation to compact
stars are discussed. In a bottom-up approach one starts with nuclear and
hypernuclear physics at low density and extrapolates hadronic matter to large
densities. The matching to the quark matter phase is performed in a top-down
approach starting at asymptotically large densities. Implications for the
mass-radius relation of compact stars and the existence of a new family of
solutions will be outlined.
","[{""version"":""v1"",""created"":""Wed, 25 Feb 2004 16:31:25 GMT""},{""version"":""v2"",""created"":""Wed, 10 Mar 2004 11:44:14 GMT""}]","2009-09-29"
"astro-ph/0402598","Rino Bandiera Dr.","R. Bandiera, O. Petruk","Analytic Solutions for the Evolution of Radiative Supernova Remnants","5 pages, 1 figure, Astronomy and Astrophysics, accepted","Astron.Astrophys. 419 (2004) 419-423","10.1051/0004-6361:20035950",,"astro-ph",,"  We present the general analytic solution for the evolution of radiative
supernova remnants in a uniform interstellar medium, under thin-shell
approximation. This approximation is shown to be very accurate approach to this
task. For a given set of parameters, our solution closely matches the results
of numerical models, showing a transient in which the deceleration parameter
reaches a maximum value of 0.33, followed by a slow convergence to the
asymptotic value 2/7. Oort (1951) and McKee and Ostriker (1977) analytic
solutions are discussed, as special cases of the general solution we have
found.
","[{""version"":""v1"",""created"":""Wed, 25 Feb 2004 16:41:17 GMT""}]","2009-11-10"
"astro-ph/0402599","Bruno Mer\'in Mart\'in","B. Mer\'in (1), B. Montesinos (1,2), C. Eiroa (3), E. Solano (1), A.
  Mora (3), P. D'Alessio (4), N. Calvet (5) and EXPORT Collaboration ((1)
  LAEFF-INTA, (2) IAA-CSIC, (3) UAM, (4) CRyA, (5) CfA)","Study of the properties and spectral energy distributions of the Herbig
  AeBe stars HD 34282 and HD 141569","19 pages, 10 figures. Accepted by A&A","Astron.Astrophys. 419 (2004) 301-318","10.1051/0004-6361:20034561",,"astro-ph",,"  We present a study of the stellar parameters, distances and spectral energy
distributions (SEDs) of HD 34282 and HD 141569, two pre-main sequence Herbig
AeBe stars. Both objects have been reported to show `anomalous positions' in
the HR diagram in the sense that they appear below the main sequence. A
significant result of this work is that both stars are metal-deficient. The
{\it Hipparcos} distance of HD 34282 is very uncertain and the current study
places the star at the expected evolutionary position in the HR diagram, i.e.
as a PMS star. The distance for HD 141569 found in this work matches the {\it
Hipparcos} distance, and the problem of its anomalous position is solved as a
result of the low metallicity of the object: using the right metallicity
tracks, the star is in the PMS region. The SEDs are constructed using data
covering ultraviolet to millimetre wavelengths. Physical, non-parametric
models, have been applied in order to extract some properties of the disks
surrounding the stars. The disk around HD 34282 is accreting actively, it is
massive and presents large grains in the mid-plane and small grains in the
surface. HD 141569 has a very low mass disk, which is in an intermediate stage
towards a debris-type disk.
","[{""version"":""v1"",""created"":""Wed, 25 Feb 2004 17:27:34 GMT""}]","2009-11-10"
"astro-ph/0402600","Simone Migliari","S. Migliari (Univ. of Amsterdam), R.P. Fender (Univ. of Amsterdam), M.
  Rupen (NRAO), S. Wachter (SIRTF Science Center/Caltech), P.G. Jonker
  (Harvard-Smithsonian CfA), J. Homan (MIT), M. van der Klis (Univ. of
  Amsterdam)","Radio detections of the neutron star X-ray binaries 4U 1820-30 and Ser
  X-1 in soft X-ray states","accepted for publication in MNRAS","Mon.Not.Roy.Astron.Soc. 351 (2004) 186","10.1111/j.1365-2966.2004.07768.x",,"astro-ph",,"  We present the analysis of simultaneous X-ray (RXTE) and radio (VLA)
observations of two atoll-type neutron star X-ray binaries: 4U 1820-30 and Ser
X-1. Both sources were steadily in the soft (banana) X-ray state during the
observations. We have detected the radio counterpart of 4U 1820-30 at 4.86 GHz
and 8.46 GHz at a flux density of ~0.1 mJy. This radio source is positionally
coincident with the radio pulsar PSR 1820-30A. However, the pulsar's radio
emission falls rapidly with frequency (proportional to \nu^(-3)) and we argue
that the X-ray binary's radio emission is dominant above ~2 GHz. Supporting
this interpretation, comparison with previous observations reveals variability
at the higher radio frequencies that is likely to be due to the X-ray binary.
We have detected for the first time the radio counterpart of Ser X-1 at 8.46
GHz, also at a flux density of ~0.1 mJy. The position of the radio counterpart
has allowed us to unambiguously identify its optical counterpart. We briefly
discuss similarities and differences between the disc-jet coupling in neutron
star and black hole X-ray binaries. In particular, we draw attention to the
fact that, contrary to other states, neutron star X-ray binaries seem to be
more radio loud than persistent black hole candidates when the emission is
'quenched' in the soft state.
","[{""version"":""v1"",""created"":""Wed, 25 Feb 2004 17:41:21 GMT""}]","2009-11-10"
"astro-ph/0402601","Mao-Chang Liang","Mao-Chang Liang (Caltech), Sara Seager (Carnegie), Christopher D.
  Parkinson (Caltech), Anthony Y.-T (Caltech). Lee, and Yuk L. Yung (Caltech)","On the Insignificance of Photochemical Hydrocarbon Aerosols in the
  Atmospheres of Close-in Extrasolar Giant Planets","ApJL accepted","Astrophys.J. 605 (2004) L61-L64","10.1086/392509",,"astro-ph",,"  The close-in extrasolar giant planets (CEGPs) reside in irradiated
environments much more intense than that of the giant planets in our solar
system. The high UV irradiance strongly influences their photochemistry and the
general current view believed that this high UV flux will greatly enhance
photochemical production of hydrocarbon aerosols. In this letter, we
investigate hydrocarbon aerosol formation in the atmospheres of CEGPs. We find
that the abundances of hydrocarbons in the atmospheres of CEGPs are
significantly less than that of Jupiter except for models in which the CH$_4$
abundance is unreasonably high (as high as CO) for the hot (effective
temperatures $\gtrsim 1000$ K) atmospheres. Moreover, the hydrocarbons will be
condensed out to form aerosols only when the temperature-pressure profiles of
the species intersect with the saturation profiles--a case almost certainly not
realized in the hot CEGPs atmospheres. Hence our models show that photochemical
hydrocarbon aerosols are insignificant in the atmospheres of CEGPs. In
contrast, Jupiter and Saturn have a much higher abundance of hydrocarbon
aerosols in their atmospheres which are responsible for strong absorption
shortward of 600 nm. Thus the insignificance of photochemical hydrocarbon
aerosols in the atmospheres of CEGPs rules out one class of models with low
albedos and featureless spectra shortward of 600 nm.
","[{""version"":""v1"",""created"":""Wed, 25 Feb 2004 18:07:36 GMT""}]","2009-11-10"
"astro-ph/0402602","Pia Mukherjee","Pia Mukherjee & Yun Wang","Wavelets and WMAP non-Gaussianity","22 pages, 10 figures, ApJ accepted","Astrophys.J.613:51-60,2004","10.1086/423021",,"astro-ph hep-ph",,"  We study the statistical properties of the 1st year WMAP data on different
scales using the spherical mexican hat wavelet transform. Consistent with the
results of Vielva et al. (2003) we find a deviation from Gaussianity in the
form of kurtosis of wavelet coefficients on $3-4^\circ$ scales in the southern
Galactic hemisphere. This paper extends the work of Vielva et al. as follows.
We find that the non-Gaussian signal shows up more strongly in the form of a
larger than expected number of cold pixels and also in the form of scale-scale
correlations amongst wavelet coefficients. We establish the robustness of the
non-Gaussian signal under more wide-ranging assumptions regarding the Galactic
mask applied to the data and the noise statistics. This signal is unlikely to
be due to the usual quadratic term parametrized by the non-linearity parameter
$f_{NL}$. We use the skewness of the spherical mexican hat wavelet coefficients
to constrain $f_{NL}$ with the 1st year WMAP data. Our results constrain
$f_{NL}$ to be $50\pm 80$ at 68% confidence, and less than 280 at 99%
confidence.
","[{""version"":""v1"",""created"":""Wed, 25 Feb 2004 18:59:44 GMT""},{""version"":""v2"",""created"":""Fri, 4 Jun 2004 15:36:43 GMT""}]","2008-11-26"
"astro-ph/0402603","David R. Ballantyne","D.R. Ballantyne (CITA, Toronto)","Reflection spectra from an accretion disc illuminated by a neutron star
  X-ray burst","6 pages, 4 figures. Fig. 2 in colour. Accepted by MNRAS","Mon.Not.Roy.Astron.Soc. 351 (2004) 57","10.1111/j.1365-2966.2004.07767.x",,"astro-ph",,"  Recent time-resolved X-ray spectra of a neutron star undergoing a superburst
revealed an Fe K line and edge consistent with reprocessing from the
surrounding accretion disc. Here, we present models of X-ray reflection from a
constant density slab illuminated by a blackbody, the spectrum emitted by a
neutron star burst. The calculations predict a prominent Fe K line and a rich
soft X-ray line spectrum which is superimposed on a strong free-free continuum.
The lines slowly vanish as the ionization parameter of the slab is increased,
but the free-free continuum remains dominant at energiesless than 1 keV. The
reflection spectrum has a quasi-blackbody shape only at energies greater than 3
keV. If the incident blackbody is added to the reflection spectrum, the Fe K
equivalent width varies between 100 and 300 eV depending on the ionization
parameter and the temperature, kT, of the blackbody. The equivalent width is
correlated with kT, and therefore we predict a strong Fe K line when an X-ray
burst is at its brightest (if iron is not too ionized or the reflection
amplitude too small). Extending the study of reflection features in the spectra
of superbursts to lower energies would provide further constraints on the
accretion flow. If the Fe K line or other features are relativistically
broadened then they can determine the system inclination angle (which leads to
the neutron star mass), and, if the mass is known, a lower-limit to the
mass/radius ratio of the star.
","[{""version"":""v1"",""created"":""Wed, 25 Feb 2004 18:44:03 GMT""}]","2009-11-10"
"astro-ph/0402604","Ronald Stark","Ronald Stark, Goeran Sandell, Sara C. Beck, Michiel R. Hogerheijde,
  Ewine F. van Dishoeck, Peter van der Wal, Floris F. S. van der Tak, Frank
  Schaefer, Gary J. Melnick, Matt L. N. Ashby, and Gert de Lange","Probing the Early Stages of Low-Mass Star Formation in LDN 1689N: Dust
  and Water in IRAS 16293-2422A, B, and E","61 pages, 17 figures. Accepted for publication in ApJ. To get Fig.
  13: send email to stark@strw.leidenuniv.nl","Astrophys.J. 608 (2004) 341-364","10.1086/392492",,"astro-ph",,"  We present deep images of dust continuum emission at 450, 800, and 850 micron
of the dark cloud LDN 1689N which harbors the low-mass young stellar objects
(YSOs) IRAS 16293-2422A and B (I16293A and I16293B) and the cold prestellar
object I16293E. Toward the positions of I16293A and E we also obtained spectra
of CO-isotopomers and deep submillimeter observations of chemically related
molecules with high critical densities. To I16293A we report the detection of
the HDO 1_01 - 0_00 and H2O 1_10 - 1_01 ground-state transitions as broad
self-reversed emission profiles with narrow absorption, and a tentative
detection of H2D+ 1_10 - 1_11. To I16293E we detect weak emission of
subthermally excited HDO 1_01 - 0_00. Based on this set of submillimeter
continuum and line data we model the envelopes around I16293A and E. The
density and velocity structure of I16293A is fit by an inside-out collapse
model, yielding a sound speed of a=0.7 km/s, an age of t=(0.6--2.5)e4 yr, and a
mass of 6.1 Msun. The density in the envelope of I16293E is fit by a radial
power law with index -1.0+/-0.2, a mass of 4.4 Msun, and a constant temperature
of 16K. These respective models are used to study the chemistry of the
envelopes of these pre- and protostellar objects.
  The [HDO]/[H2O] abundance ratio in the warm inner envelope of I16293A of a
few times 1e-4 is comparable to that measured in comets. This supports the idea
that the [HDO]/[H2O] ratio is determined in the cold prestellar core phase and
conserved throughout the formation process of low-mass stars and planets.
","[{""version"":""v1"",""created"":""Wed, 25 Feb 2004 19:25:16 GMT""}]","2009-11-10"
