"astro-ph/0409603","C. Megan Urry","C. M. Urry and E. Treister","GOODS Discovery of a Significant Population of Obscured AGN","To be published in Growing Black Holes, Proc. Garching Conference,
  June 2004, ed. A. Merloni, A. Nayakshin, R. Sunyaev (Springer-Verlag). 10
  pp., 4 fig",,"10.1007/11403913_79",,"astro-ph",,"  We analysed the optical and infrared properties of X-ray sources in the Great
Observatories Origins Deep Survey (GOODS), a deep multiwavelength survey
covering 0.1 square degrees in two fields. The HST ACS data are well explained
by a unified AGN scheme that postulates roughly 3 times as many obscured as
unobscured AGN, as are the spectroscopic and photometric redshift distributions
once selection effects are considered. Our model predicts infrared number
counts of AGN that agree well with the preliminary Spitzer data, confirming
that large numbers of obscured AGN are present in the early Universe (z>1).
","[{""version"":""v1"",""created"":""Sat, 25 Sep 2004 19:23:56 GMT""}]","2009-11-10"
"astro-ph/0409604","Jules P. Halpern","J.P. Halpern, E.V. Gotthelf","Fading of the Transient Anomalous X-ray Pulsar XTE J1810-197","10 pages, 5 figures, accepted by Ap.J","Astrophys.J. 618 (2005) 874-882","10.1086/426130",,"astro-ph",,"  Three observations of the 5.54 s Transient Anomalous X-ray Pulsar XTE
J1810-197 obtained over 6 months with the Newton X-Ray Multi-Mirror Mission
(XMM-Newton) are used to study its spectrum and pulsed light curve as the
source fades from outburst. The decay is consistent with an exponential of time
constant 300 days, but not a power law as predicted in some models of sudden
deep crustal heating events. All spectra are well fitted by a blackbody plus a
steep power law, a problematic model that is commonly fitted to anomalous X-ray
pulsars (AXPs). A two-temperature blackbody fit is also acceptable, and better
motivated physically in view of the faint optical/IR fluxes, the X-ray pulse
shapes that weakly depend on energy in XTE J1810-197, and the inferred emitting
areas that are less than or equal to the surface area of a neutron star. The
fitted temperatures remained the same while the flux declined by 46%, which can
be interpreted as a decrease in area of the emitting regions. The pulsar
continues to spin down, albeit at a reduced rate of (5.1+/-1.6)x10^{-12} s
s^{-1}. The inferred characteristic age Tau_c = P/2Pdot ~17,000 yr, magnetic
field strength B_s ~1.7x10^{14} G, and outburst properties are consistent with
both the outburst and quiescent X-ray luminosities being powered by magnetic
field decay, i.e., XTE J1810-197 is a magnetar.
","[{""version"":""v1"",""created"":""Sat, 25 Sep 2004 22:13:49 GMT""}]","2009-11-10"
"astro-ph/0409605","Sergey Mashchenko","Sergey Mashchenko & Alison Sills","Globular Clusters with Dark Matter Halos. I. Initial Relaxation","14 pages, 9 figures. Astrophysical Journal, in press","Astrophys.J. 619 (2005) 243","10.1086/426132",,"astro-ph",,"  In a series of two papers, we test the primordial scenario of globular
cluster formation using results of high-resolutions N-body simulations. In this
first paper we study the initial relaxation of a stellar core inside a live
dark matter minihalo in the early universe. Our dark-matter dominated globular
clusters show features which are usually attributed to the action of the tidal
field of the host galaxy. Among them are the presence of an apparent cutoff
(""tidal radius"") or of a ""break"" in the outer parts of the radial surface
brightness profile, and a flat line-of-sight velocity dispersion profile in the
outskirts of the cluster. The apparent mass-to-light ratios of our hybrid
(stars + dark matter) globular clusters are very close to those of purely
stellar clusters. We suggest that additional observational evidence such as the
presence of obvious tidal tails is required to rule out the presence of
significant amounts of dark matter in present day globular clusters.
","[{""version"":""v1"",""created"":""Sun, 26 Sep 2004 12:46:13 GMT""}]","2009-11-10"
"astro-ph/0409606","Sergey Mashchenko","Sergey Mashchenko & Alison Sills","Globular Clusters with Dark Matter Halos. II. Evolution in Tidal Field","12 pages, 9 figures. Astrophysical Journal, in press","Astrophys.J. 619 (2005) 258","10.1086/426133",,"astro-ph",,"  In this second paper in our series, we continue to test primordial scenarios
of globular cluster formation which predict that globular clusters formed in
the early universe in the potential of dark matter minihalos. In this paper we
use high-resolution N-body simulations to model tidal stripping experienced by
primordial dark-matter dominated globular clusters in the static gravitational
potential of the host dwarf galaxy. We test both cuspy Navarro-Frenk-White
(NFW) and flat-core Burkert models of dark matter halos. Our primordial
globular cluster with an NFW dark matter halo survives severe tidal stripping,
and after 10 orbits is still dominated by dark matter in its outskirts. Our
cluster with Burkert dark matter halo loses almost all its dark matter to tidal
stripping, and starts losing stars at the end of our simulations. The results
of this paper reinforce our conclusion in Paper I that current observations of
globular clusters are consistent with the primordial picture of globular
cluster formation.
","[{""version"":""v1"",""created"":""Sun, 26 Sep 2004 12:47:54 GMT""}]","2009-11-10"
"astro-ph/0409607","Chen Xuefei","X. Chen and Z. Han","Effects of chemical composition and thermohaline mixing on the accreting
  components for low--mass close binaries: application to blue stragglers","14 pages, 14 figures",,"10.1111/j.1365-2966.2004.08399.x",,"astro-ph",,"  We studied the effects of surface composition and thermohaline mixing caused
by secular instability on the accreting components for low--mass binaries and
applied the results on a short-orbital-period BS F190 in the old cluster M67.
The results indicate no distinction in surface composition between the models
with and without thermohaline mixing during Roche lobe overflow, but we still
see the divergences of evolutionary tracks on HRD and CMD. The change of
surface composition makes the gainer bluer and smaller than the ones with
original surface composition while thermohaline mixing lessens the effect
slightly. If thermohaline mixing were to act instantaneously, the effect would
be lessened more. Our calculation shows that case A and case B mass transfer
may produce BSs in short- or relatively short-orbital-period binaries
(including Algol systems), and that CNO abundance abnormalities could be
observed in these products. Our simulation of F190 shows that the primary's
mass $M_{\rm 1i}$ of the appropriate models is located in the range of 1.40 to
1.45$M_{\odot}$ with initial mass ratio $q_{\rm i}=1.5$ and initial orbital
period $P_{\rm i}=0.8$ days, indicating that case A is a more likely
evolutionary channel than case B to form this object. The simulation also shows
that it is very likely that F190 is still in a slow stage of mass transfer. As
a consequence, obvious CNO abundance abnormalities should be observed for the
object.
","[{""version"":""v1"",""created"":""Sun, 26 Sep 2004 13:48:35 GMT""}]","2009-11-10"
"astro-ph/0409608","Andrea Martocchia","A. Martocchia (1), C. Motch (1), I. Negueruela (2) ((1) CNRS /
  Observatoire Astronomique de Strasbourg, France (2) Departamento de Fisica,
  Ingenieria de Sistemas y Teoria de la Senal, Escuela Politecnica Superior,
  University of Alicante, Spain)","The Low X-Ray State of LS 5039 / RX J1826.2-1450","9 pages, 4 figures. Accepted for publication on Astronomy and
  Astrophysics",,"10.1051/0004-6361:20041390",,"astro-ph",,"  Recent XMM-Newton and Chandra observations of the high mass X-ray binary LS
5039 / RX J1826.2-1450 caught the source in a faint X-ray state. In contrast
with previous RXTE observations, we fail to detect any evidence of iron line
emission. We also fail to detect X-ray pulsations. The X-ray spectrum can be
well fitted by a simple powerlaw, slightly harder than in previous
observations, and does not require the presence of any additional disk or
blackbody component. XMM-Newton data imply an X-ray photoelectric absorption
($N_{\rm H} \sim 7 \times 10^{21}$ cm$^{-2}$) consistent with optical
reddening, indicating that no strong local absorption occurs at the time of
these observations. We discuss possible source emission mechanisms and
hypotheses on the nature of the compact object, giving particular emphasis to
the young pulsar scenario.
","[{""version"":""v1"",""created"":""Sun, 26 Sep 2004 14:24:38 GMT""}]","2009-11-10"
"astro-ph/0409609","Oleg Kochukhov","O. Kochukhov","Indirect imaging of nonradial pulsations in a rapidly oscillating Ap
  star","accepted by ApJ Letters","Astrophys.J. 615 (2004) L149-L152","10.1086/426117",,"astro-ph",,"  Many types of stars show periodic variations of radius and brightness, which
are commonly referred to as `stellar pulsations'. Observed pulsational
characteristics are determined by fundamental stellar parameters. Consequently,
investigations of stellar pulsations provide a unique opportunity to verify and
refine our understanding of the evolution and internal structure of stars.
However, a key boundary condition for this analysis -- precise information
about the geometry of pulsations in the outer stellar envelopes -- has been
notoriously difficult to secure. Here we demonstrate that it is possible to
solve this problem by constructing an `image' of the pulsation velocity field
from time series observations of stellar spectra. This technique is applied to
study the geometry of nonradial pulsations in a prototype magnetic oscillating
(roAp) star HR 3831. Our velocity map directly demonstrates an alignment of
pulsations with the axis of the global magnetic field and reveals a significant
magnetically induced distortion of pulsations. This observation constitutes a
long-sought solution of the problem of the pulsation geometry of roAp stars and
enables very stringent tests of the recent theories of stellar magneto-acoustic
oscillations.
","[{""version"":""v1"",""created"":""Sun, 26 Sep 2004 14:51:25 GMT""}]","2016-08-30"
"cond-mat/0409679","Dietrich Stauffer","Christian Schulze","Potts-like model for ghetto formation in multi-cultural societies","6 pages including all figures, for Int.J.Mod.Phys.C 16, issue 3",,"10.1142/S0129183105007169",,"cond-mat.stat-mech",,"  In a Potts-like model of $Q$ ethnic groups, we follow Schelling (1971) and
Meyer-Ortmanns (2003) and simulate the formation of ethnic ghettos as well as
their prevention by an increasing social temperature.
","[{""version"":""v1"",""created"":""Sat, 25 Sep 2004 16:34:19 GMT""}]","2009-11-10"
"cond-mat/0409680","Wenxian Zhang","Wenxian Zhang, Su Yi, and L. You","Bose-Einstein condensation of trapped interacting spin-1 atoms","RevTex 4, 9 pages, 5 eps figures, to appear in Phys. Rev. A, vol 70,
  p1","Phys. Rev. A 70, 043611 (2004)","10.1103/PhysRevA.70.043611",,"cond-mat.stat-mech",,"  We investigate Bose-Einstein condensation of trapped spin-1 atoms with
ferromagnetic or antiferromagnetic two-body contact interactions. We adopt the
mean field theory and develop a Hartree-Fock-Popov type approximation in terms
of a semiclassical two-fluid model. For antiferromagnetic interactions, our
study reveals double condensations as atoms in the $|m_F=0>$ state never seem
to condense under the constraints of both the conservation of total atom number
$N$ and magnetization $M$. For ferromagnetic interactions, however, triple
condensations can occur. Our results can be conveniently understood in terms of
the interplay of three factors: (anti) ferromagnetic atom-atom interactions,
$M$ conservation, and the miscibilities between and among different condensed
components.
","[{""version"":""v1"",""created"":""Sat, 25 Sep 2004 17:25:04 GMT""}]","2007-05-23"
"cond-mat/0409681","Alexey Kovalev","Alexey A. Kovalev, Gerrit E.W. Bauer, Arne Brataas","Nano-mechanical magnetization reversal","4 pages, 5 figures",,"10.1103/PhysRevLett.94.167201",,"cond-mat.other",,"  The dynamics of the ferromagnetic order parameter in thin magnetic films is
strongly affected by the magnetomechanical coupling at certain resonance
frequencies. By solving the equation of motion of the coupled mechanical and
magnetic degrees of freedom we show that the magnetic-field induced
magnetization switching can be strongly accelerated by the lattice and
illustrate the possibility of magnetization reversal by mechanical actuation.
","[{""version"":""v1"",""created"":""Sat, 25 Sep 2004 17:44:53 GMT""}]","2009-11-10"
